レースID,1コーナー,2コーナー,3コーナー,4コーナー
200201020407,"11(5,12)3,6(2,8)(4,9)1,10-7","11,5(3,12)(2,6,8,4)9(1,10)-7","(*11,5)(12,4)3,8(2,6)9(1,10)-7","(*11,5)(3,4)(2,6)(12,8)10,9,1-7"
200201020408,"11-6,2(7,9)10(3,5)8-4,1","11-6,2,7,9-(3,5,10)8(1,4)","6(2,7)11(5,9)(3,10,4,8)1","(6,*2,7)5-(10,9,4)(1,8)-3-11"
200201020409,,,"10,13,5(7,8)3(6,9,11,12)(4,2)-1","(*10,13)(5,7,8)(3,6,9)11(2,12)-4,1"
200201020410,"10(1,3)4-6(2,5)9,7-8","10(1,3)4,6(2,5,9)7-8","10,4(1,6,9)(7,3,2,5)-8","10(4,6,9)(1,7,2,5)8-3"
200201020411,"14(6,11)(5,8)(7,10)13(2,4,12)1,9,3","(*14,11)-6,8(5,7)10(2,4)13(1,12)-9,3","14(11,8)(6,5,7)(1,2,4,10)(12,13)-9,3","(*14,8)(6,5,7,10)(1,11,4,13)(2,12)-9,3"
200201020412,"(10,*12)-(7,13)4,11,3(5,8)9,1-2-6","(10,*12)-(7,13)(4,11)(3,5)-8(1,9)-2-6","12,10(3,13,11)(7,4)5-(8,9)1,2-6","12(10,13)(3,11)-5(4,2)8(7,9)(1,6)"
200201020501,,,"(*8,15)(4,7,10,13)(2,16)(1,9)(3,11)5,14(6,12)","8,15(10,13)(7,2,9)(1,16)(4,3)(5,11)14-(6,12)"
200201020502,"(*2,3)4(1,7,8)-9-(5,10)(6,13)-11-12","(*2,3,8)4,1,7-9,5,10(6,13)-11,12","2(3,8,7)(1,4)10(9,5)6,12-13-11","(*2,7)12-8(4,10)(1,5,6)3,9,13-11"
200201020503,"5,8,12(2,1)(7,9)(3,13)4-(10,11)-6","5(8,12)(2,1,9)-(3,7,13)4-10-(11,6)","5(2,12)(8,1,9)(3,7)(4,13)10=6-11","5,12-1(2,7)10,9,3-8,4(13,6)-11"
200201020504,,,"(*1,10)12(2,8,11)-(4,9)7(3,6)5","1,10,12-8,2-11,4,9,7,3,6-5"
200201020505,,,"(*6,7)16(1,15)(14,12)(3,13)8(2,11)(4,9)5,10","(*6,7)(1,16,15)14(3,8,12)13(2,11)(4,9)10-5"
200201020506,"5,8(1,9)10,4,7,2(6,12)11,13,14,3","5,8(1,9)10,4(2,7)-(6,12)11,13-14-3","(*5,8,1)(9,10)(4,7)(2,11,6)-12-13,14,3","(*8,1)(5,10)-6,4,11(2,9)-14(7,12)-(13,3)"
200201020507,,,"(*5,11)1(3,12)8,10,2,4(7,6,9)","(1,*5,11)-12(8,10)9,6,3(2,4)7"
200201020508,"11,1,10(8,12)9,13(3,7)(2,4)6-5","11,1(8,10)(9,12)(3,7,13)-(2,4,6)-5","(1,*11)(8,10)(3,13)(12,6)(9,5)(2,7,4)","11,1,8-(3,10)(13,5)-(2,9,6)(12,4)7"
200201020509,,,"4,11(3,7)(5,13)(12,10)6(1,14)9,8,2","4,11(3,7,13)(5,12)10(1,6)14-9-2,8"
200201020510,"1,10,8,12(4,7)(6,11)(2,5)-9,3","1-10(8,12)-7(4,11)(6,2,5)-9-3","(*1,10)(8,12)(7,11)2(4,5)6-9=3","1,10,12(8,7,11)4(2,5)(9,6)=3"
200201020511,,,"12,1,9(2,13)(4,10)(3,7,11)-6,5-8","12,1,9(2,13)(3,4,7,10,11)6-(5,8)"
200201020512,"(*6,8)(9,10)-(4,12)7(3,11)-(2,5)-1","(*6,8)(9,10)4,12,7,11(3,5)2-1","(*6,8)-4(9,7,5)11,12,2-3-(10,1)","(*6,8)-(4,5)-11,7-2,12-9-3,1=10"
200201020601,,,"11(2,8,9)12(1,3,4)5-(6,10)7","11(8,9)-12,2-1(4,5,10)-3(7,6)"
200201020602,"2,4-1(5,6)10(7,11)(8,9)-3","2,4,1,5,6(7,11,10)8,9-3","2,4,5,6,1,11(7,8,10,3)9","(*2,4)-5-(11,6)9(1,8,3)-(7,10)"
200201020603,,,"(*8,6,9)(1,7,10)(4,11)(2,3)(5,12)","(*8,6)9-(7,10)1,4(2,3,11)(5,12)"
200201020604,"11,5,10(1,12)(4,7,8)3,14,2,13(6,9)","11(5,10)(1,12,8)(4,7)-(3,14)-2(6,9,13)","8,10(5,12)11(1,4,7)(14,3)-(9,2)-6=13","8(5,10,12,3)(1,4)(9,7,14)2-(11,6)=13"
200201020605,"6-8(3,10)-(11,12)-1(5,7)2(4,9)","6-8(3,10)(11,12)=(1,5)-(2,7)4-9","6(8,10)(3,12)(11,5)4,2(1,7)9","6-(10,5)(8,4)2,12-(9,7)11(3,1)"
200201020606,,,"1,14(2,6,5)16,13-(9,15)(4,12)(3,10)11,7,8","14(1,2,6,5)(13,16)9(11,4)15,12(3,10,7)8"
200201020607,"(6,*7)(1,2,3,4)10(5,8)-9","7(6,4)(2,10)(1,3)8,5,9","(*7,6)2(4,10)(1,3)8-(9,5)","6(7,2)-(4,10)1(8,3)-9=5"
200201020608,,,"(2,*5)-8(11,12)7-10(1,3,6)4-9","(*2,5)8,11(6,12)7,10,1,3(4,9)"
200201020609,"3,7-6,1,8(2,9)5,10-4","3-7,6(1,8)(2,9)5,10-4","3-6(7,8)(2,9)(1,5,10)4","(*3,6)(2,8,9)(1,5,10)4-7"
200201020610,,,"(3,*12)(1,6,7)11,10,2(8,13)(4,5)(9,14)","3(1,12)7,6(2,10,11,13)8(4,5,9)-14"
200201020611,"4(1,7,9)8-5(2,3)-6","4(1,7,9)8-(2,5)(6,3)","4(7,9)(1,8)5,3,6,2","4,7(3,9)(8,5)(1,6,2)"
200201020612,"(*10,4)13(1,3)7-(11,8)2(6,9,12)=5","10(1,4,13)(3,7)-(11,8)12(2,6)9=5","(*10,13,7)4(1,3)(11,8,12)-6(2,9)=5","13,7-(10,3,8)(11,12)-(1,4,6)-(2,9)-5"
200201020701,"14-(1,2)(5,11)(3,4)10(6,9)-(7,12)8,13","14-2(1,3,11)5(4,10)(6,9)12(7,8)13","(14,*2)5,3(1,11)4(6,9,10)8(12,13)7","2,5(14,3)-(6,1)(12,4,8,10)9(7,11)13"
200201020702,"6,7(3,10)(1,2)8,9,5,4","(*6,7)3(1,10)(2,8)(5,9)4","(*4,7)(6,1,10)3(5,2)-9   8","7(4,1)10,6,5,3-2=9   8"
200201020703,,,"(3,*4,8)(2,9,12)6,7-11-5-1,10","(*3,8)4(2,12)9,6,7,11-5-(1,10)"
200201020704,"5(3,12,13)(1,4,10)(2,7)-9,8-(6,11)","5(3,12,13)4(1,10)(2,7)9,8=11,6","5-3(1,12)(2,13,10,7)(9,4)-8,6-11","5=1,7,12,3,10(6,2)9(4,11)13-8"
200201020705,,,"1,3,6(7,8)9,4,5,2","1,3,6-(8,9)7-2,4-5"
200201020706,,,"(*2,11,15)6(10,13)4(1,5,7)(8,12)(3,14)16,9","(*2,15)6,11(4,10,13)5(1,8,7)(12,16)(3,14)=9"
200201020707,,,"(4,*6)5(3,8)(7,9)(10,12)2-(11,1)","(*4,6)5-3,7,8,9(2,10,12)1,11"
200201020708,"10(9,11)(2,13)(7,12)(1,6)5(3,4,8)","10,11,9(2,13)7,12(1,6)8(3,5)4","(*10,11)(9,13)(2,7)8(1,12)(6,5)3,4","10(9,11)13(2,7,8)-1(6,12,3)5-4"
200201020709,"11-2,6-3-14(1,5,10)(4,12,13)8,9-7","11=2,6-3-14(1,10)5(4,12,13)(8,9)-7","11-(2,6)-3-5(4,10)(12,13)14,9(1,8)7","(2,*6)3(11,5)4(12,13)10,9,8(14,7)1"
200201020710,,,"1(9,14)2(6,12,15)3(5,11)(4,8,10)(13,7)","1(2,9,14)(6,12,15)11,3(5,8,10)4,7-13"
200201020711,"(*2,9)(3,7)1(4,8)6-5","(*2,9)(3,7)(1,8)(4,6)5","(*2,9)(7,8)(3,5)4(1,6)","(*2,7,8)(9,5)(1,3,4)6"
200201020712,"7,8-6(9,11)(3,10,14)4,12(2,13)(1,5)","7,8-6(3,9)(4,10,11)14(1,2,12)13,5","(7,*8,6,9,11)(3,10,2,12,14)-(1,13)4,5","8(3,11)(9,2)(10,12,14)13(7,1,6)=4,5"
200201020801,,,"1,9,2-10(3,5,11,12)-(6,7)8=4","1-(9,2)-(3,10)5,6(7,12)11,8=4"
200201020802,"(*3,5)(6,10)(1,11)(2,8)9,4,7","(*3,5)(6,10)(1,2,8,11)9,4,7","(*5,10)6(1,2,9)(8,11)-4,7   3","5-(1,6)10,2,8,7,9-11,4   3"
200201020803,,,"(*14,15)-11,3(5,8)(4,7,9)(1,6)(2,16,13)12=10","14(3,15,11)(1,8)(4,16,5,7,6,9)(2,12,13)-10"
200201020804,"(*8,11)(9,5,13)(4,7)(2,3,14)12(1,6,10)","8,11(9,13)5(4,7,3)2,12(6,14)1,10","(*8,11)(9,5,13,3,12)(4,2,7,14)6,1-10","(*8,11)5(4,2,3)(9,13,7,12)(1,6,14)=10"
200201020805,,,"(1,*8)-10(4,9)(5,11)13-(6,7,12)-3,2","8(10,9)(1,4,13)(5,11)6(7,12)3-2"
200201020806,"(*11,10)13(2,5,7,12)4(1,9)6,8,3","(*11,10)-(2,5,13)(1,4,7,12)9(3,6)8","10(11,5)2(7,12)(1,9)(4,13)(3,6,8)","10-5,2-(1,11,7)(4,8)(12,9)(3,6)-13"
200201020807,,,"7(2,6)(3,4,10,11,12)5(1,8,9)","7,2(3,6)11(4,10,12)(5,8,9)1"
200201020808,"(*2,7)10(4,6,11)13(5,8)12,3,9-1","(*2,7)(6,10)(4,11)(5,13)8-(3,12)(1,9)","2(7,10)(6,11,13)5(4,8)-1-3,9,12","(*7,10)(6,11,13)2(4,5,8)1-(3,9)=12"
200201020809,,,"(*4,15)-11,12(2,6,9,13)(1,10)(5,8,14)(3,7)","(*4,15)(2,11)(12,13)(3,1,9)(6,5,10,14)(8,7)"
200201020810,,,"6(3,4,10)7(2,1)(8,11)5(9,12)","6-(2,4,10)(1,7)(3,8)(5,11,12)-9"
200201020811,,,"14,12,4(5,13)(15,16)(2,7,11)(8,9)(1,6)10,3","14-(5,12)(4,2,1,13)(6,8,16)(7,11)(3,15)(10,9)"
200201020812,"3,2(7,8)(5,9,14)(4,10,12,13)11,6,1","3-2(7,8)(5,9)14(10,13)(4,12)11-(6,1)","3,2(5,9,8,14,13)(7,12)(4,10,11)1,6","(3,*2)14(5,9,8)(12,13)(10,11)(4,1)6,7"
200202010101,"(4,*6,8,9)(5,13)(3,7,11,12)-(1,2,10)","(4,*6)9(8,13)5(3,11,12)7-(1,2,10)","6(4,9)(8,3)(5,12)2(13,10)-(7,1)11","6,9(4,8,3,12)5-2,10,13(7,1)11"
200202010102,,,"(*10,11)7,12,3(5,9)(8,4)6,2,1","(*10,11)7-12,9(3,4)5(2,8,1,6)"
200202010103,"1(5,6,8)(2,10)(4,11,13)(7,9)12=3","1(5,6)(2,8)10(4,11)(9,13)7,12=3","(*1,5)(2,6)(9,8)10,11,4,12,13=7-3","1,5(2,9)(11,8)-6(4,10)12-13-3=7"
200202010104,,,"(2,*7)5(1,3,8)4-6-(11,12)(10,9)","7(2,5)(1,8,4)3=6-(11,12,9)10"
200202010105,,,"4-5(3,12,13)14(7,9)10,8-(1,6,2)11","4,5-(3,12,13)(7,14)-(9,10)(1,8)-2(6,11)"
200202010106,,,"(*5,10)11(3,6,13)(2,7,8)(1,12)(4,14)16,15=9","5(10,11)3(2,13)6(1,7)(4,8)(12,16)(15,14)=9"
200202010107,,,"(1,*11)-(3,8)(2,10,9)4,6,12-7,5","(*1,11)-3(2,8,9)(4,10)(6,12)=7-5"
200202010108,"13(16,4)(7,8)(2,15)1,11(9,3,14)(5,6,12)=10","(*13,4)(16,8)(7,2,15)1,11,9(3,14)(5,6,12)=10","13(4,8)(16,7,2,15,11)(1,6,12)9(5,14)3=10","(*13,8)(16,11)(15,12)(1,4,7,2,6)(5,9)-3-14-10"
200202010109,,,"(*5,13)14(9,16)(1,7,11)(3,12,15)2(4,10,8)6","(*5,13)(9,14)16(1,7,3,11)(2,15)(4,8)(10,12,6)"
200202010110,"3(2,9)(5,10)11(1,8)(6,7)-4(12,13)","3,9,2(5,10)(1,8,11)(6,7)4(12,13)","(3,*9,8,7)5(2,6)-1(12,11)(4,13)-10","(*9,8)(3,5,7)(2,6)-1-(4,12)13,11=10"
200202010111,,,"1,5,13,10(2,8,9,12)(4,7,11)6,3","1(5,13)(8,10)(2,9)(4,12)(7,11)6,3"
200202010112,"(*13,15)12(5,3,14)(2,8,11)(1,4,10)16,6(7,9)","(*13,15)(12,3)(5,2,14)(1,11)(4,8)(6,10,16)9,7","(*13,15,3)(12,5,2,14)(6,1,11)8(10,4,16)7,9","13,15(12,3)(6,5,2,11,7)(14,8)(10,1,16)(4,9)"
200202010201,,,"7(2,10)-11-(5,3,6)4(1,8,12)9","(*7,10)2-(3,11)-6(4,8)(5,1)(9,12)"
200202010202,"5(11,12)(7,8)(4,10)-(2,1)-3-(6,9)","5,11(7,8,12)(4,10)(2,1)-3-9,6","(5,*1)11(8,2)(4,12,9)(10,3,6)-7","(*1,8)5(11,4,2)(9,6)-12-10,3-7"
200202010203,,,"6,3(9,10)(8,14)5(4,12,13,16)-(1,7)15,2=11","6,3,10,8,14(5,13)-(7,16)(2,9,4,12)(1,15)=11"
200202010204,"13(4,16)7(8,6,15)(5,12,14)(1,2)(3,9)10,11","13,4,16,7(8,6)(5,15)(12,14)(1,2)3,9,11,10","13,4(7,16)6(5,8,15,14)(1,12,3)2(11,10)9","(*13,4)(7,6)(5,3)(1,15,14)(8,2,9)16(12,10)11"
200202010205,,,"(*1,2,6)14(5,7)(3,16,13,15)-12,9,8,4(10,11)","(*6,14)(2,5)1,13(7,16,15)-3,12(9,11)(4,10,8)"
200202010206,"(*7,13)4(5,10)(6,11)(3,8)(2,12)9,1","7,13(4,10)(5,11)(3,6,8,12)(1,2,9)","(*7,13)(4,10,11,12)3,9(2,5,6)-1,8","(*7,13)12(4,9)(3,10)-(2,11,6)5,1-8"
200202010207,,,"2,9(1,11)12,7-(5,8)-(4,3,6)-10","2,9-11(1,12)7,8-5,3-(4,6)-10"
200202010208,"(2,*11)13(7,4,3)6(1,8,9,12)-5-10","(2,*11)13(7,3)4(1,6)8(9,12)-(5,10)","(13,*3,4)(7,6)-11(8,9,12,10)1-5,2","(13,*3)4,7-(6,10)11(9,12)8-(1,5)-2"
200202010209,"6(4,12)(1,13,15)8(3,10,11)(2,9,14)(5,16)=7","6(1,4,12,13)15(3,8)(2,10,11)(9,14)5,16=7","(*6,4)12(1,3,13)15(9,8)(10,11)14,2,5,16,7","(*6,4)(1,3,12)13(9,8,15)(14,10,11)5,16-(2,7)"
200202010210,,,"16,10(9,14)-3(6,11)2(12,13)-(4,15)8(1,7)5","16(10,9,14)-6(3,11)2,12,13(4,8)(1,15,5)7"
200202010211,"(*10,4)(2,6)12,7(3,8)11(1,9)-5","10,4,6(2,12)7(3,8,11)9-5=1","10,4,6(7,12)(2,11)8,9,3,5   1","10,4-(6,12)-(7,8,11)-(2,9)3,5   1"
200202010212,"4-(8,10)(1,6)12(5,3,7)(2,13)(9,14)-(11,15)","4-8,10(1,6)12(5,3,7)13(2,9)14-(11,15)","4-10(8,6)(1,12)(3,13)(5,7)(9,14)2,15,11","(*4,10)6(8,1,12,13)7(5,9,3,14)2(11,15)"
200202010301,"(2,4,*5,6)3(1,9)8,7","(*2,4)(1,3,5,6)(9,8)7","(*2,4,6)8(1,3,5)(7,9)","(2,*4,6,8)(1,3,5,9)7"
200202010302,"10,8(1,2,4)3-(5,6)-(7,9)","10-8(1,2)4,3-(5,6)-7,9","10,8(3,2,4)1,6-(5,7)-9","10,8(3,4,6)7(1,2)5=9"
200202010303,,,"5-(8,13)(3,7,11)2(4,15,14)(1,9,16)(6,10)=12","5-13-7,8,11(3,4,15)(2,1,9)14(6,16)10=12"
200202010304,,,"6(8,11)-4-7(9,10)2-(3,1)-5","6(8,11)4-9,7,10-(2,1)-(3,5)"
200202010305,,,"10,11(4,12)(1,3)-(7,8,9)-(5,6)=2","(*10,4)(11,12)(1,3)-8(7,9)(5,6)=2"
200202010306,"2(1,10,12)(3,11)(4,9,14)8(6,15)(5,13)7","(*2,10)12(1,3)(11,9,14)(6,4,8,15)(5,13)7","(*2,10)(1,12,9,14)3(6,11,8,15)(4,5,13)7","(2,*10)(12,14)1,8(3,11,9)(6,5)(4,15,13)7"
200202010307,,,"1,9(10,11)6(5,12)3(2,4,7)8","1(6,9,10,11)-(5,12)(3,2,4)(7,8)"
200202010308,"(*5,9)(6,10,12)(3,4)(2,13)11(1,7)-8","5,9(6,10)(4,12)13(3,2)-(1,11)-7,8","(*5,6,9)(10,13)(4,12)(2,7)11(1,8)-3","6,9,5(4,10,13,7)(2,12)11,8,1=3"
200202010309,"6,3,1,5,4,8,7,2","6(1,3)(4,5)(7,8)-2","6(3,5)(1,4,8)7-2","(*6,3)(4,5,8)(1,7)=2"
200202010310,,,"12,13(9,7,14)(3,11,16)15,8(1,10,5,6)2,4","12,13(9,7,14)11(3,8,16,15,6)(1,2,10)(4,5)"
200202010311,"3(4,6,9)(2,5)13(1,8)10-(7,11)-12","3(4,6)(2,9)(5,13)(1,8,10)7,11,12","(*3,4,6)10(2,5,9,7,11)-(1,12,8,13)","(3,*4,6)(5,10)(2,9,7,11)12,1(8,13)"
200202010312,,,"11,12,3(9,10)(2,4)(6,5)-1(8,7)","(*11,12)-3(9,10)4,5,2-6,1(8,7)"
200202010401,"(3,*5)(6,7)(4,8)-2,1","(*3,5)(6,8)(4,7)-2,1","(*5,6,8)(3,4,7)-2-1","(*5,8)-(6,4)7-3-2=1"
200202010402,,,"11(3,4)7(8,9)(2,5)10,1=6","11,4(3,7)8,9(2,5)(1,10)=6"
200202010403,"(7,*5,8)9(2,3,10)-(4,11)=1,6","(*7,5)(2,8)(3,9)(4,10)11=(1,6)","(7,*5,8)9,2(3,4,10)-(11,1)-6","(5,*8,9)(7,4,10)2-3-1,11=6"
200202010404,,,"5(10,12)1(2,3,9)4(8,7)-(6,11)","(*5,10)12-(1,3,9)(2,8,7)4(6,11)"
200202010405,,,"6,7-(2,8)3,1,10,5-9,4","6,7-(2,8)3-1-10,9(4,5)"
200202010406,"(2,*9)-(5,14)7(1,15)16(6,10,11)13,8(4,12)-3","9(2,14)(5,7,15)(1,11)(6,10,16)(8,12,13)4=3","(*9,2,14)(5,7)1(6,11,15)(8,10,16)(4,13)-3,12","(*9,14,7)(5,2,1,11)15(6,10)(8,4,16)13,3=12"
200202010407,"7,1,5,6,13(8,12,11)-(2,10)3-4-9","7(1,5)6,12(8,11,13)(2,10)3-4-9","(*7,5)6,1(8,11)-(3,10)(12,2,13)4-9","(7,*5)6(8,1,11)3-(2,10)12(13,4)-9"
200202010408,,,"(*5,16)(2,9,12)(4,10)(6,14)3(7,15)(1,13,8)   11","(*5,12)10(2,16,9)(4,6,14)(3,7,15)8-1-13   11"
200202010409,"11,6(5,8)(2,3,9)(1,4)(10,7)12","11,6(5,8)(2,3)9(1,10,4)7-12","(*11,6)(5,3,9)(10,8)4,7,2(1,12)","11(6,3,9)5,10,4(7,8)-(2,1)12"
200202010410,,,"(*8,9)(3,10)(2,12)(1,4)6(7,11)=5","(*8,9)(3,10,12)(1,2)-(6,4)-(7,11)=5"
200202010411,,,"10(2,7,12,11)(3,5,9,8,6)1,4","(*10,11)(7,9,8)(12,6)2(3,4)(1,5)"
200202010412,"(*2,3)(1,10,4)(5,8,12)6,11(7,9)","(*2,3)(1,10,4)(5,8,12)6,11,9,7","(*2,3,10)7(1,8)(4,9)(5,6,12)11","(*2,3)(10,7)(1,8,9)(5,6,4,11)12"
200202010501,"(*3,5)-4(1,6)(2,8)=7","3,5(1,4)(2,6)8-7","(3,*5)4(2,6)8,1-7","5(3,4,6)-2-8-1,7"
200202010502,,,"8,4(1,5)-2(7,9)6-3","8-(1,4,5)-2(6,7)9,3"
200202010503,"12,5(3,10)4,1,8,11(2,9)-7,6","12,5(3,10)4(1,8)(2,11)(6,9)7","12,5,10(3,11)(1,2)4(6,8)(7,9)","12-5-(3,11)(10,2)(1,6)=(4,8)(7,9)"
200202010504,"15(2,8,11)-6(1,9)3,13(4,5,7)(10,16)-(14,12)","15(2,8,11)-6(1,9)(3,13)4(5,7)(10,16)(14,12)","15,11,6(2,8,13)-(1,3,7)(5,9)10(4,12,16)14","(*15,11,6)8(2,13)(5,3)(1,10,12)(4,14,7)16-9"
200202010505,,,"(*4,7)-8,1,2,3,6(9,5)","(*4,7)8,2-3,1,6,9,5"
200202010506,,,"8,11(5,6,7)(1,9)2(3,4)(10,12)","8(11,6,7)(5,1)9(2,4)(3,12)10"
200202010507,"5,11,4,1,10,8(2,6)(7,9)3","5,11,4,1-10,8(2,6)(7,9)3","5-(4,11)10(8,9)(6,3)(1,2)7","(5,11,10,*8)(4,9)6(2,7)3,1"
200202010508,,,"4(5,6)(3,7)11-2(8,9,12)1-10","4(3,6)7-(5,11)2(1,8,9,12)-10"
200202010509,"2,3,5,6(1,8,11,7)4(10,9)12,13","2,3-5(1,6)(8,11,7)4(10,13)(9,12)","(*2,3)5,6(11,7)(1,8)13(4,10,9,12)","(*2,3)(11,5)(13,6)7(8,9)(10,12)1,4"
200202010510,"(*8,14)10(6,7,11)9(1,5,4)(12,16)(2,15)-3,13","14(8,10)(6,7,11)9(1,5,4)(12,16)2,15-(13,3)","(*14,10)(7,11)9(1,5,4)16(8,6,12,2,15)3=13","(14,*10,7)(1,5,9)16(12,15)(11,4,3)-(6,2)=8=13"
200202010511,"(11,*13)14(5,12,15)(1,3,16)(8,10)(4,9)6(2,7)","11,13(5,12,14)15(1,3)16,8(4,10)(2,6,9)7","11,13,14(5,12,15)(1,2,16,10)(6,3,8)(4,9)7","(*11,13)(12,14,15)(2,10)(5,1,16)6(4,9,8)(3,7)"
200202010512,,,"14(12,13)(3,11,8,10,16)6(1,5)(9,15)(4,7,2)","14(12,13)(3,11,8,10)16,6(1,2)15,4(5,9,7)"
200202010601,"(2,*7)5(1,8)3,6,4","(2,*7)-(1,5,8)(3,6)-4","7-(2,8)(5,3,6)1-4","(*7,8)(3,6)-(2,5)-1-4"
200202010602,"5(8,10,11)1,4-7(3,2)-(9,6)","5(8,10,11)-1-4(7,2)3,9,6","(*5,8)(10,11)(7,2)(1,9)4-3=6","5(8,11)2(7,10)9-1,4-3=6"
200202010603,,,"(*8,11)-(5,7)3,2,9,6,1,4=10","8,11(5,7,3)-2,6-(1,9)4=10"
200202010604,,,"(*13,14)10(6,15)(7,11)(3,12,9)1(2,8,5)-4","(*14,6,15)(13,10,11,12,9)3(7,1,8,5)2,4"
200202010605,,,"(*3,4,8,6)(2,5,7)1,9","(*8,6)-(3,5)(2,4)(1,7)-9"
200202010606,,,"6,9(11,12)-(4,7)(1,10)2(3,8,5)","6,9,12-(11,7)10(1,2,5)(4,3)8"
200202010607,"(*4,7,8)10(9,13)12,2,3,1(6,11)-5","(*4,7)8,10(9,13)(2,12)(1,3,11)6-5","(4,*7,8)10(9,13,12)5(11,6)(2,1,3)","(*7,8)(13,10)(4,12)(9,5)11,6(2,1,3)"
200202010608,,,"(*7,13)9(5,10,12,15)16(3,11,14)(2,6,8)-4,1","7,13-(9,10,15,16)5(11,14)(3,12,8)(2,6)-1,4"
200202010609,"4,5(3,6)8(7,1)-2","4,5(3,6,8)(7,1)-2","4,5(3,6,8)-(7,1)-2","(4,*5)(3,6,8)-7-1-2"
200202010610,"16,9,12(5,11)(2,8,10,13,14)(3,15)6(4,7)1","16-9(5,12)11(2,8,10)(13,14)(3,6,15)(4,7)1","16(5,9)(8,12,11)(3,10)(2,13,14,7)(15,4)(6,1)","(*16,5,9)(8,12,11)(3,10,7)4(13,14,1)15(2,6)"
200202010611,,,"1(5,9)(3,7)(2,6)12,4(8,11,10)","1(3,5,9,7)(2,6,12)(8,4,10)11"
200202010612,"8(9,13)(7,5,14)4(3,10,16)(1,6,11,15)2,12","8-(9,13)(7,5,14)(4,10,16)(1,3,11,15)(2,6,12)","8(9,13)(7,5,14,3)15(4,12,16)10(1,11)(2,6)","8(9,13)(7,3)(5,14,15)(4,12)-(1,10,11,16)(2,6)"
200202010701,"1(2,5,6)(3,4,9)=(7,8)","1(2,5,6)(3,4,9)-(7,8)","(*1,2,5,6)(3,4,9)-(7,8)","(*1,2,5,6)(3,4,9)(7,8)"
200202010702,,,"1(5,6)(8,9)-(4,3)2,7","(*1,6)5-(8,9)3(4,2)7"
200202010703,,,"(*3,12)(2,10,13)-15(9,16)(7,14)(8,6)4,5,11,1","(*3,12)(2,13)10,15(9,16)(8,14,6)7-4-5(1,11)"
200202010704,,,"(*5,6)(3,9)(4,10)2=7,1,8","5(6,9)(3,4)-(10,2)=7,1,8"
200202010705,,,"(*2,7)(1,3,8,10)5,9(4,6)=11","(2,*7)(5,8,10)1(4,3,6,9)=11"
200202010706,"(11,*7)15(3,9)(4,12)(2,8,1,14)16=10-(6,13)   5","11(15,7)3,9(4,12,14)(2,8,1,16)-10(6,13)   5","11,15(7,9,14)1,3(4,16)(2,8,12,10)(6,13)   5","(*11,15)-7(14,1)9(3,4,10,16)(2,8,13)6,12   5"
200202010707,"(*1,12)(4,6)(3,13)(2,5)(8,7)10=11,9","(*1,12)(4,6)(2,13)(3,5)8,7-10-11,9","(*1,12,6)(4,2,13)(3,8,5)(11,7)-10=9","(*1,6)4(12,2,13,8)(3,11)(7,5)-10-9"
200202010708,,,"3,6(1,8)-10,12(4,11)(2,5)-9-7","3-6(1,8)-10(4,12)11(2,5)9-7"
200202010709,"(10,*12)11(4,9,13)-3,5(1,8)(2,7)6","12(10,11)4(9,13)-3,5,2(1,8)-(6,7)","(*12,11)13(4,10,3)(9,1)(2,5)7,6-8","(*12,11)(13,3)(4,10,1)9,2,5,7,6=8"
200202010710,,,"15,6,9(2,3,13)(8,10)4(5,14)(7,11)(1,16)-12","(*15,6)9,3,13(2,8,10)4(5,14)(1,7,11,16)=12"
200202010711,,,"(*6,15)(11,13)(7,4)(8,10,14)(1,9,12,5)2-3   16","6(15,11,13)(7,4)(1,8,9,5)(10,12)(14,2)-3   16"
200202010712,"8,3(6,12)9(10,13)11(1,4,5)2   7","8,3(6,12)(10,9)13,1,11(4,5)2   7","8(10,3)(12,9)(1,6,11)(13,2)(4,5)   7","8(10,3)9(12,11)1(6,13,5)(4,2)   7"
200202010801,"(*5,6)(2,8,9)7,1,4=3","5(6,8)(2,9)7,1,4-3","5,8-(2,7)1-9(6,4)=3","5,8-1-(2,7)-4-9=6,3"
200202010802,"4-(7,8,9)(1,3)(2,5,6)","4-(7,8,9)3,1,2,6,5","(*4,7,8,9)(1,3)-5(2,6)","(4,*9)-(7,8,3)1=(2,5)-6"
200202010803,,,"2(5,10)(11,12)3,8,6-(1,4,7)9","2,5(10,12)3(11,8)6,4(1,7)9"
200202010804,"5-(2,1,8)(3,6,9,10)11(12,13)4-7","5-(2,1,8)(3,9,10)6,11,13,12,4-7","(*5,8)(3,9)(1,11,10)13(12,4)-2-7,6","5(3,8,9)11,10(1,12,13)4-7-2-6"
200202010805,,,"(1,2,*10,11)12(6,9)(5,8)7-3,4","(*1,2,10,11)(6,12,9)(3,8,7)5,4"
200202010806,,,"2,12,4,3(1,6)5(7,11)9,8-10","2,12,4-3,6,1,5(8,11,9)-(7,10)"
200202010807,"11(10,12)(7,8)(2,5)(3,4)1,13,9,6","11(10,12)(5,8)7(3,4)(1,9,13)2,6","(*11,10)12(7,8)(5,4)3,9(1,6,13)=2","(11,*10)(7,12)(3,8,4)5,9,6(1,13)=2"
